mood_score,stress_level,energy_level,sleep_hours,sleep_quality,focus_level,motivation_level,restlessness_level,work_study_pressure,physical_activity_minutes,hydration_cups,social_withdrawal,burnout_score,burnout_risk,stress_score,stress_class,mood_wellbeing_score,mood_class
2,2,1,6.2,5,5,5,2,1,82,3,2,25.44,mild,4.82,low,84.08,good
1,4,3,5.8,2,5,4,5,3,101,8,2,47.46,moderate,51.59,moderate,65.67,good
1,2,2,7.7,4,1,1,5,3,26,11,2,47.56,moderate,62.47,moderate,17.06,low
1,2,5,8.2,2,5,5,2,5,18,5,3,33.51,mild,70.93,high,86.51,good
1,2,5,4.8,5,4,3,2,5,32,3,3,34.8,mild,53.67,moderate,61.48,neutral
5,3,4,4.5,5,5,3,2,1,64,4,4,34.37,mild,17.39,low,71.75,good
2,2,4,8.5,5,2,5,4,2,95,11,2,25.22,mild,37.61,mild,78.97,good
5,2,4,4.3,2,5,3,5,1,54,11,3,32.55,mild,54.93,moderate,69.58,good
3,2,4,7.8,2,1,2,5,5,118,1,1,43.83,mild,82.02,high,34.04,low
3,1,3,9.7,4,1,2,5,2,39,11,5,36.99,mild,61.65,moderate,32.46,low
3,5,5,9.7,5,3,5,2,5,55,10,2,54.74,moderate,52.29,moderate,77.42,good
5,2,2,8.1,3,4,3,2,1,111,7,2,39.16,mild,7.21,low,52.47,neutral
1,1,1,8.1,4,1,3,5,3,20,3,1,61.59,moderate,58.58,moderate,39.73,low
1,3,4,10.9,5,2,3,2,1,100,5,2,32.98,mild,15.17,low,65.25,good
3,5,4,2.6,4,2,2,2,3,18,10,5,52.29,moderate,56.05,moderate,45.04,neutral
2,2,5,6.0,2,1,3,5,1,109,3,3,61.56,moderate,47.05,mild,40.68,neutral
3,5,2,8.3,2,1,5,3,1,39,4,4,53.19,moderate,49.24,mild,42.25,neutral
4,4,3,6.2,3,1,1,1,1,76,5,3,36.59,mild,25.93,low,39.05,low
3,4,3,9.0,3,5,5,5,4,86,0,2,57.64,moderate,48.86,mild,54.71,neutral
2,2,2,6.7,5,5,2,2,4,45,5,4,43.02,mild,35.81,mild,37.79,low
2,1,4,7.0,2,4,2,2,3,66,1,2,40.57,mild,59.74,moderate,61.34,neutral
4,2,3,6.3,1,4,1,3,1,91,0,4,23.91,low,19.18,low,30.5,low
2,5,4,5.9,2,1,4,2,2,105,5,5,56.4,moderate,51.84,moderate,41.53,neutral
3,4,3,5.8,3,1,2,5,2,13,9,1,64.07,moderate,43.93,mild,51.06,neutral
3,4,2,7.3,2,2,3,4,5,59,12,1,53.57,moderate,82.25,high,38.54,low
4,5,5,5.4,2,5,3,3,4,103,5,4,61.0,moderate,65.58,moderate,70.45,good
4,2,3,8.5,2,3,4,2,1,67,9,1,17.94,low,26.95,low,64.79,neutral
3,2,4,8.0,5,5,5,3,1,3,2,4,23.26,low,27.65,low,96.99,good
2,5,3,8.8,3,2,3,2,2,15,8,2,68.25,moderate,37.51,mild,58.82,neutral
2,3,2,4.8,4,2,1,5,2,99,8,3,50.29,moderate,52.86,moderate,29.24,low
3,2,5,3.7,3,5,4,4,3,51,4,4,41.82,mild,49.37,mild,63.98,neutral
2,2,2,6.8,1,3,1,1,5,85,5,2,59.19,moderate,54.5,moderate,14.23,low
4,5,5,11.0,2,4,5,3,1,108,8,5,46.01,moderate,38.05,mild,74.63,good
2,1,3,9.1,5,4,2,4,3,10,4,5,40.21,mild,48.44,mild,43.2,neutral
4,1,1,5.8,3,4,4,3,3,55,7,2,27.52,mild,26.49,low,41.62,neutral
4,4,1,7.6,4,4,1,1,4,17,3,4,53.64,moderate,47.94,mild,32.78,low
5,1,5,8.1,4,5,3,1,3,101,6,4,15.96,low,46.09,mild,87.43,good
1,1,3,4.3,3,3,4,4,3,54,0,2,35.52,mild,50.8,moderate,42.92,neutral
4,5,2,9.3,3,2,4,3,2,106,5,5,65.0,moderate,59.77,moderate,45.74,neutral
1,3,5,6.5,2,3,1,3,5,36,6,2,49.39,moderate,64.07,moderate,33.74,low
2,4,4,6.6,2,2,1,2,2,17,10,2,41.92,mild,33.18,mild,38.55,low
1,3,4,6.8,1,1,5,2,1,104,4,4,42.49,mild,38.81,mild,64.69,neutral
1,1,4,8.9,2,2,3,3,1,74,0,1,31.37,mild,35.26,mild,49.21,neutral
1,1,1,5.4,4,3,5,3,1,23,0,5,41.2,mild,28.24,low,52.89,neutral
1,4,1,3.7,5,3,1,3,2,84,7,2,53.25,moderate,39.71,mild,39.38,low
5,1,4,7.4,3,2,3,5,5,50,10,3,39.81,mild,71.5,high,49.61,neutral
1,3,1,3.1,4,4,3,1,1,5,11,4,64.98,moderate,12.66,low,48.12,neutral
2,2,4,6.3,5,2,5,3,1,31,10,5,34.01,mild,31.95,mild,84.09,good
4,2,1,8.9,4,4,4,2,3,90,4,4,26.26,mild,32.24,mild,47.69,neutral
5,5,2,7.8,2,2,4,1,3,15,6,2,40.51,mild,37.09,mild,50.12,neutral
5,4,4,8.7,2,5,2,3,3,40,11,4,44.69,mild,48.14,mild,51.48,neutral
1,4,4,7.9,4,4,5,1,1,31,10,2,18.4,low,0.0,low,90.68,good
5,2,4,11.0,2,3,2,2,2,88,5,3,28.37,mild,55.85,moderate,67.22,good
4,2,4,5.7,2,3,2,4,2,104,6,4,29.02,mild,60.51,moderate,44.03,neutral
1,4,1,7.5,3,4,4,2,4,95,0,3,57.57,moderate,39.83,mild,45.87,neutral
3,1,5,6.0,4,3,5,4,4,86,2,1,46.78,moderate,52.99,moderate,72.29,good
5,2,2,8.5,2,5,5,2,5,10,6,1,23.28,low,57.0,moderate,52.81,neutral
2,4,1,6.7,1,1,1,3,3,110,6,1,74.01,elevated,58.3,moderate,7.91,low
1,4,5,9.9,4,5,5,5,3,19,7,1,41.02,mild,63.19,moderate,83.85,good
5,1,1,5.8,2,5,2,2,3,49,4,4,26.42,mild,41.87,mild,29.78,low
5,4,3,9.3,4,2,2,3,2,100,2,1,56.41,moderate,45.9,mild,43.78,neutral
5,3,3,7.9,1,2,5,4,1,29,5,2,54.07,moderate,32.7,mild,28.43,low
5,2,4,6.7,2,5,5,2,3,26,11,2,26.77,mild,26.8,low,84.83,good
5,4,1,7.8,4,3,2,2,2,3,12,1,44.72,mild,39.19,mild,55.9,neutral
3,5,1,7.3,1,4,1,4,2,43,0,5,67.09,moderate,49.97,mild,25.69,low
1,3,3,7.4,2,1,2,1,4,59,4,1,53.24,moderate,37.67,mild,29.51,low
4,2,3,6.4,4,3,3,2,1,56,6,1,30.12,mild,17.03,low,53.14,neutral
2,2,4,5.5,4,4,1,3,1,4,2,2,45.4,moderate,35.43,mild,46.73,neutral
3,3,4,6.2,2,5,2,2,2,24,4,1,51.35,moderate,20.94,low,66.11,good
4,1,1,3.8,1,3,1,3,3,0,1,2,49.59,moderate,57.7,moderate,29.87,low
5,3,5,8.3,1,1,5,4,5,27,6,1,44.45,mild,61.23,moderate,55.08,neutral
2,1,3,4.6,3,3,2,5,3,73,11,2,46.99,moderate,55.44,moderate,49.11,neutral
2,1,5,6.4,4,4,2,4,2,1,12,1,38.79,mild,42.43,mild,71.56,good
4,3,5,8.0,3,5,3,3,2,19,0,5,53.41,moderate,30.83,mild,63.83,neutral
1,4,1,8.3,3,5,1,4,2,65,8,4,69.25,moderate,29.98,low,41.58,neutral
3,5,3,3.6,1,4,3,2,2,67,11,4,66.05,moderate,39.95,mild,56.31,neutral
4,1,3,6.6,2,1,5,3,4,108,9,3,44.76,mild,60.11,moderate,39.08,low
3,2,3,7.6,1,3,5,5,4,69,0,4,57.51,moderate,82.56,high,52.21,neutral
2,3,2,6.9,3,3,2,1,4,112,5,5,73.35,elevated,52.48,moderate,35.57,low
5,3,3,9.2,2,3,1,2,2,87,9,1,26.54,mild,39.68,mild,39.66,low
2,5,3,5.3,1,5,4,2,2,66,12,3,58.44,moderate,38.67,mild,62.37,neutral
4,4,1,3.1,4,5,5,5,1,46,3,1,26.03,mild,28.24,low,66.88,good
3,3,2,8.3,2,2,5,2,4,13,3,3,57.74,moderate,49.93,mild,53.36,neutral
1,1,1,5.8,5,5,3,2,5,85,3,5,52.34,moderate,54.41,moderate,40.46,neutral
3,1,5,3.6,3,5,3,5,1,113,11,4,29.04,mild,58.73,moderate,74.77,good
1,1,4,6.5,1,4,4,5,1,44,2,4,19.51,low,41.81,mild,48.47,neutral
5,4,2,9.0,4,2,4,1,2,43,4,1,37.42,mild,14.5,low,56.57,neutral
4,2,2,4.5,4,4,4,5,4,11,1,5,51.05,moderate,58.11,moderate,47.6,neutral
2,2,1,11.0,5,3,2,4,2,72,12,4,52.27,moderate,51.71,moderate,47.26,neutral
3,4,2,5.3,4,5,5,5,1,37,0,2,38.57,mild,32.03,mild,69.07,good
4,5,5,7.0,2,4,1,1,2,1,6,2,36.79,mild,31.39,mild,56.41,neutral
2,3,1,4.6,4,5,1,1,2,0,2,3,51.83,moderate,17.58,low,55.41,neutral
2,5,1,6.9,4,3,4,2,2,40,5,4,48.62,moderate,37.63,mild,46.57,neutral
3,4,5,6.6,3,1,3,5,3,55,7,3,58.47,moderate,62.01,moderate,47.73,neutral
2,4,3,4.1,4,3,3,3,2,55,9,5,55.43,moderate,31.14,mild,38.99,low
4,5,1,11.0,5,5,5,4,1,89,7,2,31.48,mild,33.53,mild,66.77,good
1,1,3,5.9,4,4,5,2,1,63,5,4,32.17,mild,22.52,low,66.73,good
5,4,4,5.9,3,4,4,2,4,94,3,5,46.52,moderate,50.55,moderate,60.24,neutral
2,5,2,8.5,3,4,1,5,4,35,10,4,81.92,elevated,68.81,moderate,31.17,low
3,5,2,10.1,5,3,1,3,2,28,8,2,64.65,moderate,19.12,low,35.82,low
1,3,4,8.8,5,1,1,4,5,65,8,3,52.95,moderate,71.69,high,32.42,low
2,4,3,4.6,2,3,4,4,3,12,10,3,70.8,elevated,55.29,moderate,36.95,low
4,5,5,7.2,1,1,4,1,4,92,2,2,38.73,mild,53.63,moderate,50.67,neutral
2,5,2,3.4,5,2,4,5,4,22,12,1,67.04,moderate,72.54,high,42.44,neutral
1,5,2,8.4,2,4,1,5,2,110,11,1,71.03,elevated,52.38,moderate,51.15,neutral
3,5,1,3.9,5,5,2,4,3,119,5,4,74.37,elevated,44.81,mild,56.53,neutral
1,2,4,5.4,1,2,2,3,3,65,2,2,69.93,moderate,57.32,moderate,50.98,neutral
2,4,3,6.8,5,4,4,3,3,37,4,4,56.2,moderate,15.7,low,55.64,neutral
3,3,2,7.6,4,2,1,2,4,40,5,4,51.33,moderate,42.78,mild,29.58,low
3,5,4,6.3,2,2,5,4,2,51,12,3,56.05,moderate,54.14,moderate,50.62,neutral
4,5,2,9.5,1,5,1,2,1,57,3,2,55.14,moderate,20.68,low,54.99,neutral
4,5,1,8.1,5,4,3,1,1,9,12,5,39.06,mild,2.13,low,61.9,neutral
5,3,3,8.0,1,1,5,1,3,23,3,1,37.29,mild,49.21,mild,43.08,neutral
1,3,3,4.6,1,1,1,3,5,95,12,2,85.58,elevated,90.41,high,22.71,low
2,1,3,9.9,4,1,4,5,2,6,12,4,51.15,moderate,51.27,moderate,37.89,low
1,4,3,5.4,4,3,3,4,3,54,7,5,76.89,elevated,64.11,moderate,48.66,neutral
1,3,5,9.9,1,1,5,5,1,105,1,3,44.57,mild,65.79,moderate,58.1,neutral
2,3,2,10.4,2,3,3,4,4,10,8,4,60.09,moderate,62.36,moderate,40.17,neutral
3,4,2,7.7,4,3,5,5,1,111,11,2,45.02,moderate,28.31,low,69.4,good
5,5,3,8.7,4,4,3,4,3,57,12,5,54.86,moderate,67.86,moderate,53.66,neutral
4,1,1,2.5,2,2,1,5,5,51,5,3,62.27,moderate,77.95,high,8.46,low
4,3,1,6.4,3,1,4,3,2,86,6,4,55.3,moderate,42.97,mild,10.87,low
4,4,3,8.8,1,1,5,1,5,94,4,1,57.43,moderate,80.0,high,59.0,neutral
1,5,3,8.5,1,1,3,2,1,57,2,3,51.77,moderate,35.16,mild,35.99,low
5,4,4,4.6,5,1,5,5,1,10,8,4,47.92,moderate,58.83,moderate,68.82,good
5,4,1,6.3,2,2,5,4,1,117,12,3,54.5,moderate,35.44,mild,62.07,neutral
1,5,5,2.5,5,5,4,1,2,1,3,5,54.67,moderate,27.24,low,77.45,good
3,5,3,7.5,1,4,4,1,3,105,10,5,36.28,mild,54.77,moderate,52.42,neutral
5,4,1,3.4,5,2,3,4,5,52,1,1,57.05,moderate,60.58,moderate,41.47,neutral
3,2,2,8.8,3,5,5,5,2,62,0,5,44.29,mild,51.21,moderate,67.49,good
5,3,2,8.9,5,4,2,4,2,92,11,2,29.69,mild,39.19,mild,52.01,neutral
5,4,3,5.9,5,4,3,5,1,113,1,3,46.3,moderate,24.73,low,72.65,good
3,1,3,7.7,2,5,1,1,4,18,5,3,42.68,mild,61.52,moderate,40.17,neutral
1,4,3,6.4,4,4,1,5,3,98,11,4,61.77,moderate,63.8,moderate,46.35,neutral
2,3,3,7.2,2,5,3,1,1,79,4,3,37.01,mild,14.32,low,65.31,good
2,5,5,4.7,4,2,4,5,3,44,3,3,60.67,moderate,58.86,moderate,64.02,neutral
3,2,5,7.9,5,5,1,5,2,51,0,3,32.76,mild,52.92,moderate,68.59,good
3,5,3,3.8,5,1,1,3,3,93,9,2,52.69,moderate,44.88,mild,33.75,low
3,3,5,3.5,4,2,1,3,2,16,4,3,46.35,moderate,39.86,mild,51.86,neutral
1,3,5,6.6,2,5,3,3,4,61,1,1,45.98,moderate,58.92,moderate,55.7,neutral
2,4,5,6.4,1,1,2,3,1,87,6,1,62.49,moderate,28.35,low,45.47,neutral
4,3,2,7.3,3,3,1,5,3,65,2,4,58.63,moderate,59.15,moderate,37.11,low
1,5,3,5.6,1,2,4,2,4,54,11,2,77.5,elevated,61.14,moderate,47.61,neutral
2,1,2,10.2,3,1,3,2,1,62,9,4,32.76,mild,31.47,mild,44.21,neutral
5,4,1,7.1,5,2,1,5,5,61,12,4,56.29,moderate,57.12,moderate,8.21,low
1,5,1,7.2,1,3,4,5,4,97,12,4,89.51,elevated,76.66,high,30.31,low
3,2,4,7.2,5,4,5,3,2,99,10,3,18.22,low,33.73,mild,81.0,good
2,2,3,8.6,3,4,3,2,3,111,6,3,34.79,mild,33.34,mild,59.8,neutral
1,3,5,7.8,1,1,5,5,4,8,2,4,56.54,moderate,71.42,high,61.82,neutral
3,4,4,7.6,4,2,3,5,3,38,0,2,65.02,moderate,64.98,moderate,50.98,neutral
3,5,1,8.1,1,1,1,2,4,106,1,3,67.11,moderate,68.32,moderate,7.73,low
1,4,5,3.5,4,1,1,3,5,77,3,2,73.0,elevated,65.35,moderate,51.6,neutral
1,4,3,3.6,3,2,1,3,2,45,11,2,67.55,moderate,53.72,moderate,34.17,low
1,3,3,6.7,4,4,2,5,1,76,2,1,30.75,mild,32.6,mild,56.95,neutral
4,4,5,6.4,2,2,2,4,3,56,1,1,48.47,moderate,71.56,high,34.03,low
5,2,4,7.8,1,1,3,3,3,107,12,1,31.74,mild,61.51,moderate,40.79,neutral
1,3,1,6.8,2,2,3,5,4,67,5,4,72.93,elevated,63.24,moderate,32.94,low
2,1,1,7.8,4,3,5,4,2,54,5,4,51.78,moderate,36.6,mild,54.68,neutral
2,1,3,4.6,5,2,1,3,5,75,3,1,46.59,moderate,51.66,moderate,47.95,neutral
2,5,1,6.8,2,5,5,5,1,23,12,4,53.25,moderate,45.53,mild,59.9,neutral
2,5,1,4.4,2,3,2,3,3,93,4,4,92.98,elevated,55.28,moderate,37.54,low
1,3,4,7.5,5,5,5,3,3,24,11,5,32.01,mild,26.85,low,77.47,good
3,1,1,3.4,2,1,1,2,4,2,12,5,52.02,moderate,76.09,high,19.29,low
2,1,1,7.4,2,2,1,2,2,6,5,1,56.59,moderate,43.68,mild,43.48,neutral
2,1,3,4.2,5,1,1,2,5,8,9,3,52.58,moderate,59.44,moderate,36.04,low
2,4,1,6.1,3,1,2,1,1,12,0,5,62.98,moderate,34.37,mild,19.94,low
5,2,2,8.4,3,5,5,4,5,6,10,2,53.75,moderate,51.89,moderate,51.99,neutral
4,2,5,7.2,3,3,3,3,3,36,12,3,19.94,low,41.83,mild,66.25,good
3,5,4,3.8,4,4,1,5,3,116,2,1,58.56,moderate,47.24,mild,38.71,low
2,5,5,5.6,2,2,4,4,2,12,0,2,46.43,moderate,56.41,moderate,56.15,neutral
5,4,2,4.1,4,1,3,1,2,81,0,5,54.14,moderate,42.35,mild,41.11,neutral
5,2,4,3.7,2,5,4,4,3,105,11,4,33.02,mild,55.79,moderate,63.13,neutral
1,3,2,7.0,3,4,4,1,2,97,3,2,33.38,mild,19.06,low,74.62,good
5,2,2,7.8,1,4,4,1,1,43,5,5,36.22,mild,11.82,low,56.5,neutral
4,5,1,7.6,1,3,1,4,3,6,4,2,64.9,moderate,71.63,high,9.09,low
1,1,5,7.9,3,3,3,1,3,44,3,2,22.53,low,14.44,low,98.19,good
4,4,1,6.8,1,3,4,3,4,72,2,3,47.43,moderate,67.04,moderate,32.37,low
1,3,2,6.3,5,4,3,5,3,91,5,4,55.28,moderate,50.97,moderate,37.31,low
1,4,3,4.9,5,2,5,2,3,17,12,2,37.61,mild,35.23,mild,59.94,neutral
1,3,3,6.0,2,2,5,4,3,36,4,2,55.35,moderate,58.59,moderate,44.49,neutral
3,1,2,4.4,2,2,5,2,3,72,10,4,53.61,moderate,49.54,mild,36.72,low
4,4,2,5.3,3,3,2,1,4,86,8,2,56.98,moderate,50.29,moderate,44.6,neutral
3,4,2,7.0,2,5,3,1,4,37,10,1,40.62,mild,25.07,low,29.41,low
1,3,5,6.6,5,5,5,1,5,99,7,1,35.19,mild,36.55,mild,97.86,good
1,2,3,11.0,1,3,2,1,3,97,4,2,44.22,mild,40.62,mild,47.77,neutral
5,2,5,4.4,3,2,4,1,1,43,3,1,25.88,mild,18.67,low,71.6,good
5,3,5,6.6,1,5,2,5,3,64,3,1,35.79,mild,52.0,moderate,62.83,neutral
4,2,4,4.2,5,2,1,5,2,57,6,4,36.97,mild,50.88,moderate,38.51,low
1,2,5,6.1,1,2,2,2,1,80,5,3,49.55,moderate,42.51,mild,45.26,neutral
5,2,1,6.2,3,5,5,4,5,38,5,1,21.52,low,58.49,moderate,56.15,neutral
4,1,5,8.3,5,2,5,2,4,39,4,2,12.49,low,50.82,moderate,76.57,good
3,5,3,6.0,3,3,5,4,4,51,11,4,48.31,moderate,74.07,high,50.5,neutral
1,2,4,6.5,1,5,2,2,4,26,8,5,46.13,moderate,60.06,moderate,46.09,neutral
5,1,2,6.0,1,2,4,4,5,70,11,5,57.48,moderate,92.31,high,38.8,low
3,1,1,4.3,4,4,2,2,4,115,12,2,49.65,moderate,62.91,moderate,50.49,neutral
1,5,5,5.6,1,1,1,5,4,42,8,5,78.56,elevated,74.66,high,30.91,low
2,3,3,6.1,2,5,2,5,4,104,1,3,56.98,moderate,75.17,high,39.16,low
3,2,1,6.9,4,3,1,2,4,56,12,2,46.24,moderate,56.97,moderate,35.17,low
1,3,4,7.8,2,4,4,1,4,20,6,3,56.54,moderate,48.44,mild,55.6,neutral
2,1,1,6.4,5,3,4,2,1,60,4,1,15.37,low,30.59,mild,69.6,good
3,2,3,6.3,4,3,1,2,3,60,5,3,48.29,moderate,54.6,moderate,52.35,neutral
5,2,4,3.7,1,3,1,3,2,2,1,3,42.68,mild,49.72,mild,55.2,neutral
1,5,4,7.8,5,1,3,3,5,58,8,3,65.19,moderate,58.19,moderate,45.33,neutral
3,1,3,5.5,5,2,1,5,3,19,0,1,47.61,moderate,55.33,moderate,34.84,low
5,3,2,8.1,2,2,5,1,3,96,9,1,40.7,mild,32.45,mild,57.41,neutral
5,4,5,9.2,2,2,3,3,3,65,10,2,55.7,moderate,77.92,high,53.81,neutral
5,5,1,6.5,2,2,3,1,4,36,5,5,48.45,moderate,63.88,moderate,36.24,low
1,3,1,5.0,3,4,1,3,4,0,4,3,74.2,elevated,55.86,moderate,38.29,low
5,2,1,6.8,3,5,4,4,2,69,8,3,31.79,mild,26.05,low,64.87,neutral
5,2,5,7.4,5,5,4,5,5,85,11,4,23.79,low,63.95,moderate,74.22,good
2,2,3,6.2,4,5,4,3,4,51,1,3,56.56,moderate,35.64,mild,71.54,good
3,4,1,5.8,5,4,3,1,2,109,5,2,49.34,moderate,23.36,low,52.36,neutral
3,2,1,7.8,2,3,2,5,4,23,4,5,54.73,moderate,52.01,moderate,21.24,low
3,4,1,7.7,3,4,1,3,3,91,0,2,62.75,moderate,53.31,moderate,31.07,low
2,4,5,6.2,1,1,2,3,2,59,0,4,58.17,moderate,52.99,moderate,41.9,neutral
5,5,3,3.8,2,5,3,4,5,38,6,5,58.71,moderate,61.85,moderate,58.84,neutral
5,2,1,7.6,3,3,1,2,2,34,9,4,33.87,mild,35.03,mild,18.76,low
2,5,2,5.4,1,1,1,5,5,54,7,5,87.6,elevated,95.88,high,6.21,low
5,3,4,7.2,5,3,2,1,4,9,3,1,27.56,mild,29.95,low,62.68,neutral
2,4,3,7.1,2,2,1,1,5,78,5,4,64.08,moderate,73.63,high,33.65,low
4,4,5,3.4,1,2,1,5,4,49,12,1,69.21,moderate,81.72,high,27.47,low
3,5,1,6.9,4,1,3,3,4,82,10,3,63.72,moderate,64.23,moderate,29.11,low
3,3,1,7.7,1,1,4,5,1,62,1,1,67.66,moderate,48.12,mild,26.73,low
1,4,1,7.9,2,2,3,5,5,118,8,4,73.24,elevated,87.05,high,1.98,low
4,2,2,7.0,1,2,1,5,4,9,8,2,66.05,moderate,62.61,moderate,25.55,low
2,3,4,3.2,4,5,2,4,2,59,4,1,54.32,moderate,38.47,mild,53.74,neutral
2,3,4,9.1,5,2,1,4,2,64,4,5,63.71,moderate,39.52,mild,34.92,low
1,4,2,7.5,1,2,4,4,1,30,9,5,75.03,elevated,63.38,moderate,45.83,neutral
5,4,4,4.6,3,5,2,4,2,81,12,1,26.1,mild,38.34,mild,58.82,neutral
1,1,4,5.4,3,5,2,2,1,43,4,2,34.99,mild,25.7,low,63.85,neutral
4,5,1,7.2,4,1,5,5,5,92,12,1,57.77,moderate,72.89,high,36.75,low
5,4,4,8.0,2,1,3,1,3,111,10,4,44.75,mild,64.65,moderate,55.59,neutral
1,1,3,5.9,3,1,4,3,4,103,0,5,48.78,moderate,53.8,moderate,38.59,low
3,5,1,8.3,3,3,2,2,5,76,3,2,59.83,moderate,54.4,moderate,34.76,low
3,4,2,3.6,1,3,5,4,5,86,5,3,57.32,moderate,73.79,high,30.87,low
2,1,4,4.9,3,2,4,2,3,104,8,4,40.56,mild,32.18,mild,61.14,neutral
4,3,4,3.1,3,1,3,2,1,118,2,3,53.4,moderate,29.1,low,62.72,neutral
3,5,2,5.2,5,2,3,5,4,87,5,4,61.61,moderate,77.14,high,51.99,neutral
3,2,4,9.5,3,4,4,3,5,110,1,4,41.47,mild,64.78,moderate,46.86,neutral
3,5,2,10.5,5,2,1,4,2,116,1,4,59.48,moderate,44.36,mild,34.13,low
5,3,3,7.2,2,1,2,5,1,21,5,4,38.86,mild,60.99,moderate,46.04,neutral
4,2,1,5.7,4,4,4,5,4,60,8,3,42.61,mild,62.24,moderate,52.12,neutral
2,2,5,6.4,5,4,3,2,4,43,5,2,35.89,mild,42.48,mild,73.16,good
5,3,5,7.7,1,3,4,1,1,114,4,4,37.95,mild,32.76,mild,67.28,good
5,4,1,4.0,3,5,3,5,1,90,6,1,37.44,mild,41.11,mild,51.38,neutral
5,5,3,5.8,5,5,1,2,3,107,8,3,43.78,mild,25.48,low,53.27,neutral
4,1,4,9.4,3,1,4,4,1,42,9,1,38.4,mild,49.3,mild,64.38,neutral
2,5,3,4.9,5,5,4,4,1,102,7,4,39.35,mild,17.71,low,76.92,good
4,3,2,5.5,3,1,2,3,2,9,1,4,64.63,moderate,49.28,mild,23.08,low
2,1,5,6.8,5,3,4,1,3,113,0,3,21.94,low,38.12,mild,75.58,good
2,5,2,7.3,4,5,2,3,5,27,4,2,64.79,moderate,48.47,mild,42.37,neutral
3,2,2,5.7,3,5,1,1,3,63,2,3,41.16,mild,28.32,low,41.71,neutral
5,4,2,6.9,2,1,1,2,5,86,6,4,64.2,moderate,90.66,high,18.91,low
3,4,5,7.9,1,1,5,2,4,89,9,4,62.26,moderate,78.48,high,57.44,neutral
2,1,3,10.3,2,2,2,3,2,25,3,5,50.35,moderate,56.25,moderate,30.99,low
3,2,4,6.6,4,2,3,1,3,67,6,1,40.67,mild,21.87,low,73.22,good
2,4,5,6.7,3,2,2,5,1,64,2,1,50.87,moderate,22.11,low,57.29,neutral
4,2,5,9.5,2,3,4,1,5,93,6,4,32.11,mild,67.43,moderate,72.96,good
2,1,5,5.8,3,2,4,5,2,38,4,1,33.81,mild,61.42,moderate,77.27,good
3,1,5,4.4,2,3,5,2,5,92,0,1,34.37,mild,64.57,moderate,60.28,neutral
2,5,5,7.3,5,5,5,3,4,74,8,2,28.4,mild,22.46,low,83.83,good
2,1,5,8.7,2,3,5,5,2,91,3,4,39.99,mild,59.08,moderate,63.91,neutral
5,1,4,7.4,3,2,2,4,3,105,9,1,34.24,mild,45.3,mild,50.26,neutral
2,3,1,6.6,3,3,3,1,1,51,8,2,49.75,moderate,19.55,low,53.06,neutral
1,1,1,4.2,4,4,2,4,4,52,2,1,64.92,moderate,70.86,high,39.18,low
2,4,4,6.7,2,5,4,3,1,96,11,5,50.91,moderate,41.53,mild,63.34,neutral
3,3,2,9.0,1,5,4,5,4,94,0,4,50.66,moderate,77.35,high,54.71,neutral
1,4,5,4.6,4,2,2,3,1,106,7,1,46.32,moderate,28.75,low,61.24,neutral
2,3,5,6.4,3,5,5,5,1,66,10,2,39.4,mild,38.19,mild,89.68,good
1,4,4,6.1,4,5,2,3,2,76,7,3,50.73,moderate,23.98,low,64.45,neutral
3,4,4,5.5,3,1,5,1,1,7,7,3,42.2,mild,33.55,mild,67.73,good
4,3,2,7.2,3,3,5,3,5,55,6,1,35.37,mild,55.79,moderate,57.64,neutral
5,1,3,7.6,5,1,1,5,5,29,0,3,38.58,mild,63.78,moderate,43.34,neutral
2,2,5,7.6,1,3,2,1,5,103,8,5,51.38,moderate,71.51,high,47.44,neutral
5,1,5,5.0,1,1,2,2,4,14,12,2,23.15,low,44.36,mild,38.09,low
2,1,2,3.8,5,2,5,1,2,94,10,1,14.5,low,18.68,low,79.34,good
4,2,5,7.3,5,3,4,5,4,101,0,2,36.64,mild,60.38,moderate,75.2,good
3,2,3,5.9,3,2,1,3,4,56,2,3,47.69,moderate,70.87,high,34.11,low
4,1,5,10.1,3,1,5,4,2,80,10,2,33.53,mild,55.87,moderate,76.22,good
4,2,3,10.2,3,2,2,5,5,70,9,1,64.11,moderate,69.75,moderate,37.33,low
3,3,4,10.4,5,3,2,5,5,83,4,1,43.54,mild,64.7,moderate,72.41,good
2,1,1,5.1,3,4,1,3,2,82,3,4,36.13,mild,44.39,mild,31.51,low
3,2,2,7.8,4,1,1,5,3,30,6,1,47.16,moderate,68.58,moderate,37.45,low
5,1,4,8.4,2,3,3,3,5,83,0,2,29.17,mild,73.39,high,52.04,neutral
5,1,5,8.2,2,1,1,5,2,109,1,4,38.0,mild,71.1,high,41.26,neutral
5,1,1,6.2,4,1,1,5,5,37,0,3,56.09,moderate,77.9,high,11.6,low
1,3,1,9.1,2,1,4,2,2,37,10,1,57.42,moderate,30.71,mild,35.39,low
3,4,4,6.8,1,4,2,4,5,35,0,1,56.58,moderate,56.09,moderate,46.22,neutral
1,4,3,7.0,1,5,4,4,2,110,7,3,60.33,moderate,43.68,mild,48.8,neutral
4,4,5,4.0,5,4,5,4,4,107,3,2,47.04,moderate,58.52,moderate,77.65,good
5,4,1,8.0,2,2,1,1,3,42,9,5,53.16,moderate,43.37,mild,19.87,low
